# Table S2. List of the probable timing errors,,,,,,,,,,
# Station code,Pair ID,CC,dt residual (s),dt measurement (s),Correction for instrument change (s),Prediction from relative relocation (s),"""Timing quality"" of the earlier event","""Timing quality"" of the later event","""GSN timing"" of the earlier event","""GSN timing"" of the later event"
II.COCO,2007199_2012211,0.983,0.0478,-3.716,0,-3.7638,N/A,N/A,100,100
II.COCO,2007255_2007335,0.937,0.0839,0.225,0,0.1411,N/A,N/A,100,100
II.ERM,1993096_2001254,0.971,0.0386,1.751,0,1.7124,N/A,N/A,100,100
II.ERM,1996177_2014016,0.994,-0.0445,-1.975,0,-1.9305,N/A,N/A,100,100
II.ERM,1999115_2008067,0.997,0.0306,2.106,0,2.0754,N/A,N/A,100,100
II.ERM,2000338_2013111,0.943,-0.0327,-1.217,0,-1.1843,N/A,N/A,100,100
II.ERM,2001127_2013064,0.952,-0.0357,-1.089,0,-1.0533,N/A,N/A,100,100
II.ERM,2002155_2014260,0.953,-0.0623,-0.615,0,-0.5527,N/A,N/A,100,100
II.ERM,2003242_2015255,0.998,-0.0863,-1.768,0,-1.6817,N/A,99.625,100,80
II.ERM,2007110_2016270,0.975,-0.0337,-0.430,0,-0.3963,N/A,100,100,100
II.ERM,2008152_2014016,0.998,-0.0400,-1.382,0,-1.3420,N/A,N/A,100,100
II.ERM,2011122_2014016,0.969,-0.0310,-0.803,0,-0.7720,N/A,N/A,100,100
II.ERM,2012023_2014039,0.948,-0.0427,1.492,0,1.5347,N/A,N/A,100,100
II.ERM,2012023_2015135,0.953,-0.0395,3.423,0,3.4626,N/A,99.851,100,80
II.ESK,2008310_2017139,0.900,-0.0324,1.542,0,1.5744,N/A,100,100,100
II.FFC,1994191_2010155,0.972,-0.0396,-0.770,0,-0.7304,N/A,N/A,100,100
II.FFC,1995001_2014016,0.936,-0.0354,-1.768,0,-1.7326,N/A,N/A,100,100
II.FFC,1996177_2011354,0.976,-0.0382,-3.498,0,-3.4598,N/A,N/A,100,100
II.FFC,1996177_2014016,0.976,-0.0315,-1.965,0,-1.9335,N/A,N/A,100,100
II.FFC,1997076_2003317,0.956,-0.0421,0.547,0,0.5891,N/A,N/A,88,100
II.FFC,1997076_2016270,0.960,-0.0832,0.004,0,0.0872,N/A,100,88,100
II.FFC,1997098_2014171,0.973,-0.0300,1.589,0,1.6190,N/A,N/A,100,100
II.FFC,1997190_2014132,0.985,-0.0356,-0.467,0,-0.4314,N/A,N/A,100,100
II.FFC,1997264_2017126,0.950,-0.0399,-1.690,0,-1.6501,N/A,100,100,100
II.FFC,1997320_2012172,0.910,-0.0412,-2.777,0,-2.7358,N/A,N/A,100,100
II.FFC,1998042_2011261,0.966,-0.0465,-1.260,0,-1.2135,N/A,N/A,100,100
II.FFC,1998229_2010223,0.934,-0.0448,2.864,0,2.9088,N/A,N/A,100,100
II.FFC,1998301_2010328,0.946,-0.0370,-1.803,0,-1.7660,N/A,N/A,100,100
II.FFC,1999115_2016209,0.991,-0.0379,2.031,0,2.0689,N/A,100,100,100
II.FFC,1999269_2013305,0.987,-0.0339,-3.780,0,-3.7461,N/A,N/A,100,100
II.FFC,2000050_2010054,0.992,-0.0347,-2.055,0,-2.0203,N/A,N/A,100,100
II.FFC,2000166_2012144,0.955,-0.0326,-2.110,0,-2.0774,N/A,N/A,100,100
II.FFC,2001033_2013165,0.936,-0.0401,0.726,0,0.7661,N/A,N/A,100,100
II.FFC,2001125_2009242,0.954,-0.0321,2.997,0,3.0291,N/A,N/A,100,100
II.FFC,2001127_2013064,0.998,-0.0344,-1.087,0,-1.0526,N/A,N/A,100,100
II.FFC,2002101_2011354,0.959,-0.0352,-4.556,0,-4.5208,N/A,N/A,100,100
II.FFC,2002101_2014016,0.959,-0.0334,-3.022,0,-2.9886,N/A,N/A,100,100
II.FFC,2002129_2011053,0.983,-0.0365,0.527,0,0.5635,N/A,N/A,100,100
II.FFC,2002155_2014260,0.981,-0.0359,-0.598,0,-0.5621,N/A,N/A,100,100
II.FFC,2003137_2011141,0.960,-0.0323,-0.151,0,-0.1187,N/A,N/A,100,100
II.FFC,2003137_2017050,0.975,-0.0354,-1.720,0,-1.6846,N/A,100,100,100
II.FFC,2003149_2017154,0.998,-0.0390,-1.538,0,-1.4990,N/A,100,100,100
II.FFC,2003242_2015255,0.984,-0.0411,-1.778,0,-1.7369,N/A,99.9358,100,80
II.FFC,2003317_2016270,0.940,-0.0360,-0.542,0,-0.5060,N/A,100,100,100
II.FFC,2004140_2013027,0.994,-0.0355,0.016,0,0.0515,N/A,N/A,100,100
II.FFC,2004254_2010014,0.968,-0.0380,-0.782,0,-0.7440,N/A,N/A,100,100
II.FFC,2005071_2014216,0.916,-0.0489,0.224,0,0.2729,N/A,N/A,100,100
II.FFC,2005289_2016199,0.956,-0.0439,-0.464,0,-0.4201,N/A,100,100,100
II.FFC,2007087_2016287,0.938,-0.0336,-0.639,0,-0.6054,N/A,100,100,100
II.FFC,2007110_2016270,0.998,-0.0308,-0.427,0,-0.3962,N/A,100,100,100
II.FFC,2007115_2010025,0.966,-0.0357,-5.089,0,-5.0533,N/A,N/A,100,100
II.FFC,2007265_2014260,0.958,-0.0401,1.543,0,1.5831,N/A,N/A,100,100
II.FFC,2007326_2013010,0.981,-0.0414,1.589,0,1.6304,N/A,N/A,100,100
II.FFC,2008005_2012157,0.966,-0.0319,0.108,0,0.1399,N/A,N/A,100,100
II.FFC,2008019_2011238,0.989,-0.0386,0.085,0,0.1236,N/A,N/A,100,100
II.FFC,2008059_2012306,0.943,-0.0393,-0.097,0,-0.0577,N/A,N/A,100,100
II.FFC,2008067_2016209,0.994,-0.0338,-0.032,0,0.0018,N/A,100,100,100
II.FFC,2008124_2013044,0.990,-0.0321,-0.741,0,-0.7089,N/A,N/A,100,100
II.FFC,2008152_2011354,0.970,-0.0400,-2.912,0,-2.8720,N/A,N/A,100,100
II.FFC,2008152_2014016,0.987,-0.0373,-1.377,0,-1.3397,N/A,N/A,100,100
II.FFC,2008176_2011170,0.964,-0.0312,-0.856,0,-0.8248,N/A,N/A,100,100
II.FFC,2008231_2017126,0.966,-0.0382,0.410,0,0.4482,N/A,100,100,100
II.FFC,2008235_2015218,0.915,-0.0497,-0.629,0,-0.5793,N/A,99.7351,100,80
II.FFC,2008310_2017139,0.951,-0.0453,1.532,0,1.5773,N/A,100,100,100
II.FFC,2009054_2016245,0.942,-0.0373,-0.892,0,-0.8547,N/A,100,100,100
II.FFC,2009104_2015179,0.958,-0.0520,-0.702,0,-0.6500,N/A,99.869,100,80
II.JTS,2007110_2011125,0.905,0.9914,-5.300,0,-6.2914,N/A,N/A,100,100
II.JTS,2007110_2016270,0.913,0.9892,0.590,0,-0.3992,N/A,100,100,100
II.KAPI,2000286_2011315,0.953,-0.0368,1.547,0,1.5838,N/A,N/A,100,100
II.KAPI,2001007_2009212,0.979,-1.0199,0.456,0,1.4759,N/A,N/A,100,100
II.KAPI,2001064_2006203,0.980,-1.0668,0.105,-0.001,1.1728,N/A,N/A,100,N/A
II.KAPI,2001064_2006321,0.982,-1.0029,0.449,0,1.4519,N/A,N/A,100,100
II.KAPI,2001125_2009242,0.965,-0.9798,2.064,0,3.0438,N/A,N/A,100,100
II.KAPI,2002048_2007199,0.919,-1.0023,-1.843,0,-0.8407,N/A,N/A,100,100
II.KAPI,2005225_2011051,0.954,0.9561,-0.218,0,-1.1741,N/A,N/A,100,100
II.KAPI,2005254_2014357,0.934,0.9836,0.101,0,-0.8826,N/A,N/A,100,100
II.KAPI,2005289_2016199,0.936,0.9742,0.577,0,-0.3972,N/A,100,100,100
II.KAPI,2006203_2015132,0.960,1.0235,1.778,0.001,0.7535,N/A,99.4464,100,80
II.KAPI,2006225_2009240,0.952,0.0359,-2.498,0.001,-2.5349,N/A,N/A,100,100
II.KAPI,2006225_2014216,0.956,1.0247,-2.017,0.001,-3.0427,N/A,N/A,100,100
II.KAPI,2006225_2016353,0.952,1.0336,-1.301,0.001,-2.3356,N/A,100,100,100
II.KAPI,2006259_2010273,0.923,0.9849,0.668,0,-0.3169,N/A,N/A,100,100
II.KAPI,2006321_2010028,0.975,0.9871,-0.094,0,-1.0811,N/A,N/A,100,100
II.KAPI,2006321_2015132,0.986,0.9757,1.436,0,0.4603,N/A,99.4464,100,80
II.KAPI,2007255_2007335,0.969,-0.0498,0.177,0,0.2268,N/A,N/A,100,100
II.KAPI,2007257_2008091,0.994,-0.0380,-1.734,0,-1.6960,N/A,N/A,100,100
II.KAPI,2007263_2011062,0.938,0.9580,2.724,0,1.7660,N/A,N/A,100,100
II.KAPI,2007278_2012088,0.930,0.9702,3.822,0,2.8518,N/A,N/A,100,100
II.KAPI,2007326_2013010,0.949,1.0075,2.636,0,1.6285,N/A,N/A,100,100
II.KAPI,2007331_2013162,0.950,1.0110,1.327,0,0.3160,N/A,N/A,100,100
II.KAPI,2007341_2012108,0.920,0.9988,2.710,0,1.7113,N/A,N/A,100,100
II.KAPI,2008065_2010272,0.916,1.0079,1.374,0,0.3661,N/A,N/A,100,100
II.KAPI,2008065_2012232,0.907,0.9991,2.640,0,1.6409,N/A,N/A,100,100
II.KAPI,2008067_2016209,0.985,0.9928,1.006,0,0.0132,N/A,100,100,100
II.KAPI,2008076_2010031,0.990,1.0104,-0.665,0,-1.6754,N/A,N/A,N/A,100
II.KAPI,2008122_2011056,0.969,1.0066,1.510,0,0.5034,N/A,N/A,100,100
II.KAPI,2008124_2013044,0.993,1.0031,0.291,0,-0.7121,N/A,N/A,100,100
II.KAPI,2008129_2011080,0.953,1.0112,0.305,0,-0.7062,N/A,N/A,100,100
II.KAPI,2008129_2011148,0.931,1.0035,0.219,0,-0.7845,N/A,N/A,100,100
II.KAPI,2008129_2016353,0.939,1.0170,-0.615,0,-1.6320,N/A,100,100,100
II.KAPI,2008176_2011170,0.981,1.0086,0.167,0,-0.8416,N/A,N/A,100,100
II.KAPI,2008192_2011289,0.952,1.0233,-1.062,0,-2.0853,N/A,N/A,100,100
II.KAPI,2009054_2016245,0.980,1.0013,0.164,0,-0.8373,N/A,100,100,100
II.KAPI,2009206_2012223,0.960,1.0010,4.956,0,3.9550,N/A,N/A,100,100
II.KAPI,2009240_2016353,0.940,0.9876,1.197,0,0.2094,N/A,100,100,100
II.KAPI,2009247_2017312,0.989,0.9980,2.929,0,1.9310,N/A,100,100,100
II.KAPI,2009288_2012060,0.977,0.9925,-4.256,0,-5.2485,N/A,N/A,100,100
II.KDAK,2007110_2016270,0.989,0.1226,-0.262,0.012,-0.3966,N/A,100,100,100
II.KIV,1994217_2008176,0.957,0.0368,0.928,0,0.8912,N/A,N/A,100,100
II.KIV,1994217_2011170,0.954,0.0429,0.110,0,0.0671,N/A,N/A,100,100
II.KIV,1994277_2002248,0.908,0.0428,-2.549,0,-2.5918,N/A,N/A,100,100
II.KIV,1994298_2007106,0.930,0.0338,-1.099,0,-1.1328,N/A,N/A,100,100
II.KIV,1996065_2005249,0.991,0.0303,-1.380,0,-1.4103,N/A,N/A,100,100
II.KIV,1996123_2008070,0.978,0.0358,-3.717,0,-3.7529,N/A,N/A,100,100
II.KIV,1997170_2002155,0.981,0.0451,-0.418,0,-0.4631,N/A,N/A,100,100
II.KIV,1997170_2007265,0.972,0.0319,-2.571,0,-2.6029,N/A,N/A,100,100
II.KIV,1997320_2012172,0.931,1.0242,-1.716,0,-2.7402,N/A,N/A,10,100
II.KIV,2000089_2016196,0.912,-0.0407,-1.884,0,-1.8433,N/A,100,100,100
II.KIV,2002101_2014016,0.981,-0.0347,-3.023,0,-2.9883,N/A,N/A,100,100
II.KIV,2002155_2014260,0.972,-0.0413,-0.615,0,-0.5737,N/A,N/A,100,100
II.KIV,2002248_2017312,0.968,-0.0335,0.139,0,0.1725,N/A,100,100,100
II.KIV,2003137_2017050,0.984,-0.0331,-1.716,0,-1.6829,N/A,100,100,100
II.KIV,2005129_2015189,0.980,-0.0325,-1.675,0,-1.6425,N/A,100,100,100
II.KIV,2005183_2015163,0.974,-0.0425,-2.163,0,-2.1205,N/A,100,100,100
II.KIV,2005244_2015189,0.986,-0.0336,-1.845,0,-1.8114,N/A,100,100,100
II.KIV,2007265_2014260,0.981,-0.0347,1.538,0,1.5727,N/A,N/A,100,100
II.KIV,2008218_2015163,0.975,-0.0357,-2.243,0,-2.2074,N/A,100,100,100
II.KIV,2008235_2015218,0.993,-0.0483,-0.622,0,-0.5737,N/A,100,100,100
II.KIV,2008310_2017139,0.978,-0.0361,1.536,0,1.5721,N/A,100,100,100
II.KIV,2010352_2014216,0.937,-0.0328,-0.202,0,-0.1692,N/A,N/A,100,100
II.KIV,2010352_2016353,0.964,-0.0507,0.504,0,0.5547,N/A,100,100,100
II.KIV,2011354_2014016,0.978,-0.0311,1.501,0,1.5322,N/A,N/A,100,100
II.KIV,2012023_2014039,0.989,-0.0386,1.526,0,1.5646,N/A,N/A,100,100
II.KIV,2012141_2015162,0.992,-0.0371,-0.085,0,-0.0479,N/A,99.9177,100,80
II.KIV,2012232_2015189,0.958,-0.0397,-0.161,0,-0.1213,N/A,100,100,100
II.KIV,2012326_2013329,0.987,-0.0397,-1.602,0,-1.5623,N/A,N/A,100,100
II.KIV,2012331_2015163,0.977,-0.0339,-0.255,0,-0.2211,N/A,100,100,100
II.KIV,2013010_2014038,0.984,-0.0346,-0.251,0,-0.2164,N/A,N/A,100,100
II.KURK,1995096_2014277,0.987,0.0312,-4.428,0,-4.4592,N/A,N/A,100,100
II.KURK,1995114_2003075,0.981,0.0304,0.558,0,0.5276,N/A,N/A,100,100
II.KURK,1995318_2003183,0.984,0.0362,-1.885,0,-1.9212,N/A,N/A,100,100
II.KURK,1996088_2009194,0.991,-0.5759,-1.337,0,-0.7611,N/A,N/A,100,10
II.KURK,1996123_2008070,0.961,0.4682,-3.282,0,-3.7503,N/A,N/A,100,100
II.KURK,1997267_2004133,0.922,0.7049,2.284,0,1.5791,N/A,N/A,10,100
II.KURK,1997267_2014275,0.921,0.6821,2.966,0,2.2839,N/A,N/A,10,100
II.KURK,1997268_2016078,0.967,0.6836,-1.284,0,-1.9676,N/A,100,10,100
II.KURK,1997327_2000156,0.932,0.7757,0.689,0,-0.0867,N/A,N/A,10,100
II.KURK,1998042_2011261,0.991,0.8111,-0.397,0,-1.2081,N/A,N/A,10,100
II.KURK,1999040_2010014,0.999,-0.0307,-1.701,0,-1.6703,N/A,N/A,100,100
II.KURK,1999275_2010199,0.969,-0.0833,0.356,0,0.4393,N/A,N/A,100,100
II.KURK,2001007_2009212,0.991,0.1663,1.661,0,1.4947,N/A,N/A,100,10
II.KURK,2001064_2006203,0.975,0.0481,1.209,0,1.1609,N/A,N/A,100,100
II.KURK,2001064_2006321,0.983,0.0474,1.499,0,1.4516,N/A,N/A,100,100
II.KURK,2001064_2015132,0.988,0.0378,1.945,0,1.9072,N/A,99.7624,100,80
II.KURK,2001127_2013064,0.993,-0.0406,-1.091,0,-1.0504,N/A,N/A,100,100
II.KURK,2001299_2014164,0.984,-0.0313,-3.917,0,-3.8857,N/A,N/A,100,100
II.KURK,2004133_2014275,0.962,-0.0324,0.689,0,0.7214,N/A,N/A,100,100
II.KURK,2004254_2010014,0.999,-0.0340,-0.773,0,-0.7390,N/A,N/A,100,100
II.KURK,2004283_2009304,0.963,-0.0434,0.233,0,0.2764,N/A,N/A,100,100
II.KURK,2005316_2009206,0.997,-0.6016,-1.696,0,-1.0944,N/A,N/A,100,10
II.KURK,2006075_2012315,0.995,-0.0304,-4.449,0,-4.4186,N/A,N/A,100,100
II.KURK,2006137_2010204,0.995,-0.0313,0.224,0,0.2553,N/A,N/A,100,100
II.KURK,2006321_2010028,0.991,-0.0391,-1.102,0,-1.0629,N/A,N/A,100,100
II.KURK,2007115_2010025,0.975,-0.0362,-5.083,0,-5.0468,N/A,N/A,100,100
II.KURK,2007220_2013064,0.990,-0.0323,-0.561,0,-0.5287,N/A,N/A,100,100
II.KURK,2007330_2014168,0.993,0.0449,-0.112,0,-0.1569,N/A,N/A,100,100
II.KURK,2008076_2010031,0.998,-0.0302,-1.701,0,-1.6708,N/A,N/A,N/A,100
II.KURK,2008235_2015218,0.992,-0.0454,-0.620,0,-0.5746,N/A,99.5538,100,N/A
II.KURK,2009192_2012169,0.916,0.5866,4.081,0,3.4944,N/A,N/A,10,100
II.KURK,2009206_2012223,0.996,0.5744,4.520,0,3.9456,N/A,N/A,10,100
II.KURK,2009247_2017312,0.998,0.6699,2.596,0,1.9261,N/A,100,10,100
II.KURK,2010352_2016353,0.994,-0.0470,0.511,0,0.5580,N/A,100,100,100
II.KURK,2011059_2017127,0.905,-0.0303,0.816,0,0.8463,N/A,100,100,100
II.LVZ,1996276_2010227,0.929,-0.0410,-2.590,0,-2.5490,N/A,N/A,100,100
II.LVZ,2000338_2013111,0.932,-0.3473,-1.508,0,-1.1608,N/A,N/A,100,100
II.LVZ,2002248_2017312,0.919,-0.0381,0.135,0,0.1731,N/A,100,100,100
II.LVZ,2008124_2013044,0.954,-0.0304,-0.738,0,-0.7076,N/A,N/A,100,100
II.LVZ,2008235_2015218,0.972,-0.0342,-0.610,0,-0.5758,N/A,100,100,100
II.LVZ,2008310_2017139,0.954,-0.0340,1.539,0,1.5730,N/A,100,100,100
II.LVZ,2010273_2015203,0.927,-0.0359,3.283,0,3.3189,N/A,99.9229,100,80
II.MBAR,2000157_2006075,0.942,-1.0496,-0.798,-0.002,0.2536,N/A,N/A,100,N/A
II.MBAR,2000286_2011315,0.971,-1.0608,0.525,-0.002,1.5878,N/A,N/A,100,N/A
II.MBAR,2000329_2004143,0.962,-0.0652,-0.941,-0.002,-0.8738,N/A,N/A,100,N/A
II.MBAR,2000329_2009192,0.988,-1.0550,-2.074,-0.002,-1.0170,N/A,N/A,100,N/A
II.MBAR,2000329_2012169,0.985,-0.0606,2.413,-0.002,2.4756,N/A,N/A,100,N/A
II.MBAR,2002171_2006322,0.972,-0.9999,-3.799,0,-2.7991,N/A,N/A,10,100
II.MBAR,2002187_2012317,0.972,0.1123,2.295,0,2.1827,N/A,N/A,10,100
II.MBAR,2002187_2017200,0.966,0.1590,3.046,0.002,2.8850,N/A,100,10,100
II.MBAR,2002294_2017046,0.967,0.0302,-4.363,0.002,-4.3952,N/A,100,100,N/A
II.MBAR,2003185_2008053,0.962,-1.0513,-3.275,-0.002,-2.2217,N/A,N/A,100,N/A
II.MBAR,2003185_2013170,0.960,-0.0638,-2.600,-0.002,-2.5342,N/A,N/A,100,N/A
II.MBAR,2004143_2009192,0.958,-0.9927,-1.132,0,-0.1393,N/A,N/A,100,100
II.MBAR,2004362_2006133,0.993,-0.0414,-0.444,-0.002,-0.4006,N/A,N/A,100,N/A
II.MBAR,2004365_2005277,0.906,-0.0627,-2.296,-0.002,-2.2313,N/A,N/A,100,N/A
II.MBAR,2004366_2010273,0.902,-0.0653,-0.766,-0.002,-0.6987,N/A,N/A,100,N/A
II.MBAR,2005029_2005277,0.914,-0.0821,-2.274,-0.002,-2.1899,N/A,N/A,100,N/A
II.MBAR,2005037_2005183,0.955,0.0312,-0.386,0,-0.4172,N/A,N/A,100,100
II.MBAR,2005037_2012331,0.935,0.9364,-1.357,-0.002,-2.2914,N/A,N/A,100,N/A
II.MBAR,2005037_2015163,0.901,0.9665,-1.549,0,-2.5155,N/A,99.8485,100,80
II.MBAR,2005044_2006259,0.932,-0.0586,-0.511,-0.002,-0.4504,N/A,N/A,100,N/A
II.MBAR,2005071_2016353,0.913,1.0378,2.015,0,0.9772,N/A,100,100,100
II.MBAR,2005120_2016353,0.965,0.9782,4.076,0,3.0978,N/A,100,100,100
II.MBAR,2005183_2008218,0.907,-0.0575,0.036,-0.002,0.0955,N/A,N/A,100,N/A
II.MBAR,2005204_2006259,0.947,-0.0542,-0.417,-0.002,-0.3608,N/A,N/A,100,N/A
II.MBAR,2005225_2011051,0.922,-0.0674,-1.240,-0.002,-1.1706,N/A,N/A,100,N/A
II.MBAR,2006075_2012315,0.918,0.9812,-3.440,0,-4.4212,N/A,N/A,100,100
II.MBAR,2006109_2013170,0.904,0.9861,-3.314,0,-4.3001,N/A,N/A,100,100
II.MBAR,2006109_2017186,0.941,1.0304,-2.847,0.002,-3.8794,N/A,100,100,100
II.MBAR,2006153_2012270,0.950,0.9846,4.438,0,3.4534,N/A,N/A,100,100
II.MBAR,2006198_2014256,0.972,1.0330,5.482,0.002,4.4470,N/A,N/A,100,100
II.MBAR,2006213_2014096,0.960,0.9565,4.613,0,3.6565,N/A,N/A,100,100
II.MBAR,2007063_2012317,0.966,0.9966,6.359,0,5.3624,N/A,N/A,100,100
II.MBAR,2007110_2016270,0.931,1.0358,0.640,0.002,-0.3978,N/A,100,100,100
II.MBAR,2007326_2013010,0.946,0.9666,2.601,0,1.6344,N/A,N/A,100,100
II.MBAR,2008053_2013170,0.930,0.9891,0.676,0,-0.3131,N/A,N/A,100,100
II.MBAR,2008053_2017186,0.958,1.0330,1.144,0.002,0.1090,N/A,100,100,100
II.MBAR,2009054_2016245,0.946,1.0384,0.188,0.002,-0.8524,N/A,100,100,100
II.MBAR,2009192_2012169,0.976,0.9922,4.486,0,3.4938,N/A,N/A,100,100
II.MBAR,2009206_2012223,0.933,0.9846,4.934,0,3.9494,N/A,N/A,100,100
II.MBAR,2012235_2016353,0.922,0.0350,7.197,0.002,7.1600,N/A,100,100,100
II.MBAR,2013170_2017186,0.956,0.0453,0.467,0.002,0.4197,N/A,100,100,100
II.MSVF,1995020_2010249,0.959,-0.0721,-1.378,0,-1.3059,N/A,N/A,100,100
II.MSVF,1997101_2011125,0.958,-2.3384,-0.754,0,1.5844,N/A,N/A,10,100
II.MSVF,2011051_2015340,0.977,1.0566,3.897,0,2.8404,N/A,99.8513,10,80
II.NIL,1995111_1995145,0.986,0.2303,-0.547,0,-0.7773,N/A,N/A,100,100
II.NIL,1996177_2008152,0.983,-0.0325,-0.650,-0.034,-0.5835,N/A,N/A,100,N/A
II.NIL,1997264_2008231,0.994,-0.0320,-2.165,-0.034,-2.0990,N/A,N/A,100,N/A
II.NIL,2004283_2015197,0.969,-0.0638,3.973,0.034,4.0028,N/A,99.717,100,80
II.NIL,2004283_2017341,0.964,-0.0381,1.498,0.034,1.5021,N/A,100,100,100
II.NIL,2006214_2015128,0.950,-0.0336,0.209,0.034,0.2086,N/A,99.9304,100,80
II.NNA,1995180_2011109,0.968,-0.0520,2.016,0,2.0680,N/A,N/A,100,100
II.NNA,2001033_2013165,0.961,-0.0664,0.682,0,0.7484,N/A,N/A,100,100
II.NNA,2001127_2013064,0.903,-0.0703,-1.125,0,-1.0547,N/A,N/A,100,100
II.NNA,2004252_2012324,0.924,-0.0598,0.989,0,1.0488,N/A,N/A,100,100
II.OBN,1991245_2004254,0.927,-0.0911,-0.430,0,-0.3389,N/A,N/A,100,100
II.OBN,1993044_2015113,0.962,-0.1994,-1.364,0,-1.1646,N/A,100,100,60
II.OBN,1993198_2015246,0.926,-0.1325,-1.646,0,-1.5135,N/A,100,100,60
II.OBN,1993309_2004130,0.976,-0.0926,-2.251,0,-2.1584,N/A,N/A,100,100
II.OBN,1994191_2010155,0.979,-0.0908,-0.816,0,-0.7252,N/A,N/A,100,100
II.OBN,1994217_2008176,0.983,-0.0834,0.807,0,0.8904,N/A,N/A,100,100
II.OBN,1994217_2011170,0.981,-0.0746,-0.009,0,0.0656,N/A,N/A,100,100
II.OBN,1994277_2002248,0.956,-0.0760,-2.665,0,-2.5890,N/A,N/A,100,100
II.OBN,1994277_2017312,0.946,-0.1238,-2.534,0,-2.4102,N/A,100,100,100
II.OBN,1995001_2011122,0.927,-0.0863,-1.065,0,-0.9787,N/A,N/A,100,100
II.OBN,1995114_2003075,0.942,-0.0974,0.438,0,0.5354,N/A,N/A,100,100
II.OBN,1996065_2005249,0.984,-0.0864,-1.496,0,-1.4096,N/A,N/A,100,100
II.OBN,1996163_2000168,0.922,-0.0981,-0.039,0,0.0591,N/A,N/A,100,100
II.OBN,1996177_2011122,0.941,-0.0834,-1.240,0,-1.1566,N/A,N/A,100,100
II.OBN,1996276_2010227,0.962,-0.0973,-2.644,0,-2.5467,N/A,N/A,100,100
II.OBN,1997101_2011125,0.969,-0.0864,1.486,0,1.5724,N/A,N/A,100,100
II.OBN,1997264_2008231,0.954,-0.0916,-2.188,0,-2.0964,N/A,N/A,100,100
II.OBN,1997264_2017126,0.918,-0.1205,-1.779,0,-1.6585,N/A,100,100,100
II.OBN,1997320_2012172,0.952,-0.7646,-3.504,0,-2.7394,N/A,N/A,10,100
II.OBN,1999032_2010214,0.976,-0.0519,-3.332,0,-3.2801,N/A,N/A,100,100
II.OBN,1999115_2008067,0.973,0.0477,2.112,0,2.0643,N/A,N/A,100,100
II.OBN,2000166_2015347,0.900,-0.0314,-4.891,0,-4.8596,N/A,100,100,100
II.OBN,2000338_2013111,0.981,-0.0356,-1.199,0,-1.1634,N/A,N/A,100,100
II.OBN,2002248_2017312,0.983,-0.0370,0.136,0,0.1730,N/A,100,100,100
II.OBN,2003284_2009066,0.976,-0.0333,-1.728,0,-1.6947,N/A,N/A,100,100
II.OBN,2004076_2015183,0.931,-0.0332,-1.993,0,-1.9599,N/A,100,100,60
II.OBN,2005031_2009066,0.982,-0.0428,-1.362,0,-1.3192,N/A,N/A,100,100
II.OBN,2005037_2012331,0.928,-0.0371,-2.328,0,-2.2909,N/A,N/A,100,100
II.OBN,2005129_2012232,0.905,-0.2038,-1.728,0,-1.5242,N/A,N/A,100,100
II.OBN,2007110_2016270,0.967,-0.0336,-0.426,0,-0.3924,N/A,100,100,100
II.OBN,2007265_2014260,0.935,-0.0418,1.533,0,1.5748,N/A,N/A,100,100
II.OBN,2008124_2013044,0.938,-0.0316,-0.739,0,-0.7074,N/A,N/A,100,100
II.OBN,2009247_2017312,0.982,-0.0342,1.892,0,1.9262,N/A,100,100,100
II.OBN,2010352_2016353,0.907,-0.0505,0.506,0,0.5565,N/A,100,100,100
II.PALK,2003149_2017154,0.961,-0.0684,-1.583,-0.003,-1.5116,N/A,100,100,N/A
II.PALK,2004362_2006133,0.942,0.0328,-0.352,0,-0.3848,N/A,N/A,100,100
II.PALK,2004364_2011022,0.936,-0.0356,-1.672,0,-1.6364,N/A,N/A,100,100
II.PALK,2005037_2012331,0.914,-0.0739,-2.368,-0.003,-2.2911,N/A,N/A,100,N/A
II.PALK,2006259_2010273,0.971,-0.0391,-0.325,0,-0.2859,N/A,N/A,100,100
II.PALK,2006325_2013039,0.989,-0.0367,-6.915,0,-6.8783,N/A,N/A,100,100
II.PALK,2007110_2016270,0.982,-0.0326,-0.433,0,-0.4004,N/A,100,100,100
II.PALK,2010273_2015203,0.957,-0.0304,3.278,-0.003,3.3114,N/A,99.5138,100,N/A
II.PFO,1993197_2015070,0.931,-0.0468,1.596,0,1.6428,N/A,N/A,100,100
II.PFO,1997128_2011122,0.963,-0.3131,1.386,0,1.6991,N/A,N/A,90,100
II.PFO,1997190_2014132,0.947,-0.4068,-0.835,0,-0.4282,N/A,N/A,90,100
II.PFO,1998113_2014256,0.931,-0.0341,1.896,0,1.9301,N/A,N/A,100,100
II.PFO,1998143_2015145,0.905,-0.0401,-3.845,0,-3.8049,N/A,99.6053,100,80
II.PFO,1998289_2010263,0.930,-0.0434,-1.328,0,-1.2846,N/A,N/A,100,100
II.PFO,2000278_2006013,0.955,-0.0310,2.135,0,2.1660,N/A,N/A,100,100
II.PFO,2000329_2012169,0.932,-0.0370,2.445,0,2.4820,N/A,N/A,100,100
II.PFO,2001033_2013165,0.923,-0.0636,0.707,0,0.7706,N/A,N/A,100,100
II.PFO,2001077_2011184,0.926,-0.0749,4.519,0,4.5939,N/A,N/A,100,100
II.PFO,2004251_2011019,0.916,-0.0450,3.096,0,3.1410,N/A,N/A,100,100
